Province,Hospital Name,Class,Room,Available Beds,Last Update
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas II,Ruang MERAK LT. Dasar - Kmr 08,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas II,Ruang GERIATRI LT.DASAR - Kmr 06,0,diupdate 59 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas II,Ruang KEPODANG LT.DASAR - Kmr 1 - Prog  ( Pr ),2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas II,Ruang OBSTETRI - Kmr 02 - Prog,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas II,Ruang KASUARI LT.4 - Kmr 14 ( RANAP Pr ),1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas II,Ruang KEPODANG LT.DASAR - Kmr 4,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas II,Ruang ANAK LT DASAR - Kmr 12 - Prog,0,diupdate 59 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas II,Ruang KASUARI LT.5 - Kmr 19 - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT 1 - Kmr 07,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2B - Kmr 07,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 05 ( Prog ),0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.2 - Kmr 04 - ANAK,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 01 - (Brachiterapi),1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ELANG LT. 2 - Kmr 209,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 05  - Prog Pr,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 1B - Kmr 04,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 05  - Program,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 07 - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT 1 - Kmr 10,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 3A - Kmr 01,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 08,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.2 - Kmr 07 - ANAK,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 03,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ELANG LT. 2 - Kmr 211 ( Prog Anak ),3,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 5A - Kmr 01,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 1B - Kmr 05 - Prog Lk,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 09 - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT DASAR - Kmr 09 - Prog,3,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 3A - Kmr 04,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 11,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ELANG LT. 2 - Kmr 208,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 04 - (Brachiterapi),1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang GERIATRI LT.DASAR - Kmr 05,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 5A - Kmr 04,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2A - Kmr 03  - Prog Pr,4,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 11 RANAP ( Pr ),1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.1 - Kmr 02 - Prog Pr,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4A - Kmr 01,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang OBSTETRI - Kmr 09,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang HOLDING PARKIT 1 - Kmr 2,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang SCN OBSTETRI - Kmr 1,3,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2A - Kmr 06  - Prog Pr,5,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 01,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.2 - Kmr 01 - ANAK,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4A - Kmr 04,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 1B - Kmr 01 - Prog Pr,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 02  - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT 1 - Kmr 03,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2B - Kmr 03 - Prog Lk,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT 1 - Kmr 06,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2B - Kmr 06,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 04,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.2 - Kmr 03 - ANAK,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 01,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 1B - Kmr 03 - Prog Pr,4,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 04  - Program,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 06  - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT 1 - Kmr 09,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2B - Kmr 08 - Prog Lk,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 07,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.2 - Kmr 06 - ANAK,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 02 - (Brachiterapi),2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ELANG LT. 2 - Kmr 210 ( Prog ),0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 06  - Prog Pr,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 1B - Kmr 05,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 08 RANAP ( Pr ),0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT DASAR - Kmr 08,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 3A - Kmr 03,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 10 ( Prog ),0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.2 - Kmr 08 - Program,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 04,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang GERIATRI LT.DASAR - Kmr 04,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 5A - Kmr 03,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2A - Kmr 02 - Prog Pr,4,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 11 - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.1 - Kmr 01 - Prog Lk,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 3A - Kmr 06,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 13,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang HOLDING PARKIT 1 - KM 3,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 5A - Kmr 06,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2A - Kmr 05  - Prog Pr,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 13 - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.1 - Kmr 04 - Prog Pr,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4A - Kmr 03,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 1B - Kmr 01,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 01 - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT 1 - Kmr 02,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2B - Kmr 02 - Prog Lk,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT 1 - Kmr 05,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2B - Kmr 05,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 03,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.2 - Kmr 02 - ANAK,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4A - Kmr 06,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 1B - Kmr 02 - Prog Pr,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 03  - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 05 RANAP ( Lk ),1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT 1 - Kmr 08,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2B - Kmr 08,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 06 ( Prog ),1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.2 - Kmr 05 - ANAK,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 02,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ELANG LT. 2 - Kmr 210,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 06,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 1B - Kmr 04 - Prog Lk,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 08 - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT DASAR - Kmr 07,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 3A - Kmr 02,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 09,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.2 - Kmr 08 - ANAK,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 03 - (Brachiterapi),2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ELANG LT. 2 - Kmr 211 ( Reguler Anak ),1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 5A - Kmr 02,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2A - Kmr 01 - Prog Pr,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 10 - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT DASAR - Kmr 10 - Prog,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 3A - Kmr 05,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 12,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ELANG LT. 2 - Kmr 208 ( Prog ),0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4B - Kmr 05,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang HOLDING PARKIT 1 - Kamar1,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 5A - Kmr 05,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2A - Kmr 04  - Prog Pr,2,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 12 - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.1 - Kmr 03 - Prog Pr,4,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4A - Kmr 02,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang OBSTETRI - Kmr 10,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 01  - Program,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT 1 - Kmr 01,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2B - Kmr 01 - Prog Lk,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KUTILANG LT.1 - Kmr 02,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang CENDRAWASIH LT.2 - Kmr 01 - Program,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 4A - Kmr 05,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 1B - Kmr 02,0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang KASUARI LT.5 - Kmr 02 RANAP ( Lk ),0,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang ANAK LT 1 - Kmr 04,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Pusat Dr. Kariadi,Kelas III,Ruang P.RAJAWALI 2B - Kmr 04,1,diupdate 58 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 310,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 326,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 313,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 329,1,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 316,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 319,1,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 322,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 309,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 325,1,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 312,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 328,1,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 315,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 331,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 318,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 321,1,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 308,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 324,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 311,1,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 327,1,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 314,1,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 330,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 317,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 320,0,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas I,Ruang Rama Shinta 323,1,diupdate 31 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Arimbi 205,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 212,0,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 224,0,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 227,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 230,2,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Arimbi 204,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 211,0,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Arimbi 207,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 214,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 226,0,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 229,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Arimbi 203,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 210,0,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Arimbi 206,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 213,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 225,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 228,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Arimbi 202,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas II,Ruang Dewi Kunthi 209,0,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi 222,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi Arimbi 3,1,diupdate 29 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi Arimbi 5,1,diupdate 29 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi 218,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi 221,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi Arimbi 1,1,diupdate 29 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi Arimbi 4,1,diupdate 29 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi 217,0,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi 220,0,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi 223,1,diupdate 30 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi Arimbi 2,2,diupdate 29 menit yang lalu
JAWA TENGAH,RS Umum Permata Medika,Kelas III,Ruang Arimbi 216,1,diupdate 30 menit yang lalu
